,sm,sm_uncertainty,flag,freqbandID,dnflag,mode,sensor,t0,_datetime
1985-02-22,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-02-23,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-02-24,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-02-25,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-02-26,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-02-27,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-02-28,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-03-01,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-03-02,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-03-03,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-03-04,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-03-05,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-03-06,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-03-07,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-03-08,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-03-09,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-03-10,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-03-11,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-03-12,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-03-13,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-03-14,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-03-15,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-03-16,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-03-17,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-03-18,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-03-19,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-03-20,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-03-21,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-03-22,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-03-23,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-03-24,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-03-25,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-03-26,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-03-27,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-03-28,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-03-29,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-03-30,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-03-31,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-04-01,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-04-02,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-04-03,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-04-04,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-04-05,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-04-06,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-04-07,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-04-08,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-04-09,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-04-10,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-04-11,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-04-12,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-04-13,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-04-14,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-04-15,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-04-16,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-04-17,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-04-18,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-04-19,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-04-20,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-04-21,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-04-22,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-04-23,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-04-24,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-04-25,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-04-26,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-04-27,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-04-28,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-04-29,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-04-30,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-05-01,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-05-02,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-05-03,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-05-04,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-05-05,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-05-06,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-05-07,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-05-08,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-05-09,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-05-10,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-05-11,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-05-12,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-05-13,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-05-14,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-05-15,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-05-16,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-05-17,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-05-18,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-05-19,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-05-20,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-05-21,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-05-22,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-05-23,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-05-24,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-05-25,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-05-26,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-05-27,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-05-28,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-05-29,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-05-30,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-05-31,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-06-01,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-06-02,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-06-03,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-06-04,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-06-05,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-06-06,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-06-07,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-06-08,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-06-09,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-06-10,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-06-11,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-06-12,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-06-13,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-06-14,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-06-15,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-06-16,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-06-17,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-06-18,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-06-19,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-06-20,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-06-21,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-06-22,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-06-23,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-06-24,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-06-25,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-06-26,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-06-27,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-06-28,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-06-29,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-06-30,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-07-01,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-07-02,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-07-03,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-07-04,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-07-05,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-07-06,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-07-07,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-07-08,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-07-09,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-07-10,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-07-11,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-07-12,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-07-13,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-07-14,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-07-15,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-07-16,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-07-17,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-07-18,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-07-19,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-07-20,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-07-21,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-07-22,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-07-23,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-07-24,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-07-25,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-07-26,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-07-27,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-07-28,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-07-29,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-07-30,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-07-31,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-08-01,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-08-02,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-08-03,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-08-04,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-08-05,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-08-06,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-08-07,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-08-08,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-08-09,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-08-10,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-08-11,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-08-12,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-08-13,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-08-14,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-08-15,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-08-16,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-08-17,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-08-18,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-08-19,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-08-20,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-08-21,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-08-22,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-08-23,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-08-24,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-08-25,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-08-26,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-08-27,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-08-28,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-08-29,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-08-30,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-08-31,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-09-01,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-09-02,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-09-03,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-09-04,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-09-05,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-09-06,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-09-07,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-09-08,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-09-09,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-09-10,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-09-11,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-09-12,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-09-13,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-09-14,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-09-15,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-09-16,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-09-17,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-09-18,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-09-19,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-09-20,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-09-21,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-09-22,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-09-23,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-09-24,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-09-25,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-09-26,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-09-27,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-09-28,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-09-29,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-09-30,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-10-01,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-10-02,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-10-03,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-10-04,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-10-05,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-10-06,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-10-07,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-10-08,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-10-09,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-10-10,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-10-11,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-10-12,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-10-13,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-10-14,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-10-15,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-10-16,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-10-17,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-10-18,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-10-19,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-10-20,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-10-21,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-10-22,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-10-23,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-10-24,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-10-25,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-10-26,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-10-27,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-10-28,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-10-29,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-10-30,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-10-31,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-11-01,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-11-02,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-11-03,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-11-04,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-11-05,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-11-06,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-11-07,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-11-08,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-11-09,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-11-10,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-11-11,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-11-12,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-11-13,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-11-14,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-11-15,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-11-16,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-11-17,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-11-18,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-11-19,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-11-20,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-11-21,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-11-22,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-11-23,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-11-24,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-11-25,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-11-26,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-11-27,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-11-28,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-11-29,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-11-30,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-12-01,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-12-02,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-12-03,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-12-04,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-12-05,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-12-06,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-12-07,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-12-08,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-12-09,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-12-10,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-12-11,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-12-12,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-12-13,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-12-14,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-12-15,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-12-16,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-12-17,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-12-18,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-12-19,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-12-20,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-12-21,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-12-22,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-12-23,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-12-24,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-12-25,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-12-26,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-12-27,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-12-28,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-12-29,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-12-30,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1985-12-31,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1986-01-01,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1986-01-02,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1986-01-03,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1986-01-04,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1986-01-05,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1986-01-06,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1986-01-07,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1986-01-08,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1986-01-09,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1986-01-10,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1986-01-11,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1986-01-12,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1986-01-13,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1986-01-14,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1986-01-15,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1986-01-16,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1986-01-17,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1986-01-18,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
1986-01-19,,,127,0,0,0,0,-9999.0,1942-08-17 00:00:00.000000000
